equation,reaction_type,family,process,origin,depth,consistency_verdict,state_verdict,thermochemistry_verdict,reaction_evidence_verdict,kinetics_verdict,delta_h_eV,delta_g_eV,threshold_eV,kinetic_data,selected,exclusion_reason,id
e + C(¹S) -> C(¹S) + e,Electron elastic scattering,electron,elastic,attested_only,0,pass,pass,pass,pass,unknown,0.0,,0.0,,true,,rxn_93d0a1400049
e + Ar -> Ar(4s) + e,Electron-impact excitation,electron,excitation,attested_only,0,pass,pass,pass,pass,unknown,11.6,,11.6,,true,,rxn_683f67de893f
e + C -> C(¹D) + e,Electron-impact excitation,electron,excitation,attested_only,0,pass,pass,pass,pass,unknown,1.2637279999999995,,1.263728,,true,,rxn_05ea310bde2f
e + C -> C(¹S) + e,Electron-impact excitation,electron,excitation,attested_only,0,pass,pass,pass,pass,unknown,2.6840140000000003,,2.684014,,true,,rxn_e9c8f0aba272
e + Ar(4s) -> Ar+ + 2 e,Electron-impact ionization,electron,ionization,attested_only,0,pass,pass,pass,pass,unknown,4.159610000000001,,4.16,,true,,rxn_1a8a97d93128
e + Ar -> Ar-,Electron attachment,electron,attachment,mechanical,1,pass,fail,fail,unknown,unknown,,,,,true,,rxn_4374da9c1d1c
e + CF4 -> CF4-,Electron attachment,electron,attachment,mechanical,1,pass,fail,fail,unknown,unknown,,,,,true,,rxn_8890662a4716
e + CF4 -> CF2 + F2 + e,Electron-impact dissociation,electron,dissociation,mechanical,1,pass,pass,pass,unknown,unknown,7.787504922560089,,,,true,,rxn_1c368b1b9f67
e + CF4 -> CF3 + F + e,Electron-impact dissociation,electron,dissociation,mechanical,1,pass,pass,pass,pass,unknown,5.6440090000000005,,12.5,,true,,rxn_e01a8d5147ca
e + CF4 -> CF2- + F2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,1,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_b0abeda1b204
e + CF4 -> CF3- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,1,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_e1773279104f
e + CF4 -> F- + CF3,Dissociative electron attachment,electron,dissociative_attachment,mechanical,1,pass,pass,pass,unknown,unknown,2.242879725314177,,,,true,,rxn_46b6f98027d9
e + CF4 -> F2- + CF2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,1,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_b820d11ebbfb
e + CF4 -> CF2+ + F2 + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,1,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_9270da68b5d8
e + CF4 -> CF3+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,1,pass,pass,pass,pass,unknown,,,14.24,,true,,rxn_4c038dd3c3f7
e + Ar -> Ar + e,Electron elastic scattering,electron,elastic,mechanical,1,pass,pass,pass,pass,unknown,0.0,,0.0,,true,,rxn_c8f95c3d8ede
e + CF4 -> CF4 + e,Electron elastic scattering,electron,elastic,mechanical,1,pass,pass,pass,pass,unknown,0.0,,0.0,,true,,rxn_34d7414ac2cf
e + Ar -> Ar(m) + e,Electron-impact excitation,electron,excitation,mechanical,1,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_86e8fb853dd8
e + Ar -> Ar(r) + e,Electron-impact excitation,electron,excitation,mechanical,1,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_271084b2fc94
e + CF4 -> CF4(v) + e,Electron-impact excitation,electron,excitation,mechanical,1,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_1264e939ac75
e + CF4 -> CF4* + e,Electron-impact excitation,electron,excitation,mechanical,1,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_888b1a9be272
e + Ar -> Ar+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,1,pass,pass,pass,pass,unknown,15.75961,,15.75961,,true,,rxn_a69a28bff768
e + CF4 -> CF4+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,1,pass,pass,pass,unknown,unknown,,,,,true,,rxn_3c3488db3523
e + CF2 -> CF2-,Electron attachment,electron,attachment,mechanical,2,pass,pass,pass,unknown,unknown,,,,,true,,rxn_fc076edc8d0d
e + CF3 -> CF3-,Electron attachment,electron,attachment,mechanical,2,pass,pass,pass,unknown,unknown,,,,,true,,rxn_6add7c2eef73
e + F -> F-,Electron attachment,electron,attachment,mechanical,2,pass,pass,pass,unknown,unknown,-3.401129274685823,,,,true,,rxn_8fa839560004
e + F2 -> F2-,Electron attachment,electron,attachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_900787e68127
e + Ar(m) -> Ar + e,Electron-impact deexcitation (superelastic),electron,deexcitation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_fa2f9066d8c2
e + Ar(r) -> Ar + e,Electron-impact deexcitation (superelastic),electron,deexcitation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_ed39dd867e7c
e + CF4(v) -> CF4 + e,Electron-impact deexcitation (superelastic),electron,deexcitation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5d7c24fc17c1
e + CF4* -> CF4 + e,Electron-impact deexcitation (superelastic),electron,deexcitation,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6329d95dcf00
e + Ar- -> Ar + 2 e,Electron-impact detachment,electron,detachment,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_d83b0309c1b0
e + CF2- -> CF2 + 2 e,Electron-impact detachment,electron,detachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_014e0556b6e3
e + CF3- -> CF3 + 2 e,Electron-impact detachment,electron,detachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_5b166d957ba4
e + CF4- -> CF4 + 2 e,Electron-impact detachment,electron,detachment,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_dc8aa6d2c4c8
e + F- -> F + 2 e,Electron-impact detachment,electron,detachment,mechanical,2,pass,pass,pass,unknown,unknown,3.401129274685823,,,,true,,rxn_d9c95009df17
e + F2- -> F2 + 2 e,Electron-impact detachment,electron,detachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_f97da82531fe
e + CF2 -> C + F2 + e,Electron-impact dissociation,electron,dissociation,mechanical,2,pass,pass,pass,unknown,unknown,9.316162077439913,,,,true,,rxn_591d5ef5f188
e + CF2 -> CF + F + e,Electron-impact dissociation,electron,dissociation,mechanical,2,pass,pass,pass,pass,unknown,5.3547690774399115,,5.4,,true,,rxn_c5581ea425de
e + CF3 -> CF + F2 + e,Electron-impact dissociation,electron,dissociation,mechanical,2,pass,pass,pass,unknown,unknown,7.498265,,,,true,,rxn_fe77399ff2fa
e + CF3 -> CF2 + F + e,Electron-impact dissociation,electron,dissociation,mechanical,2,pass,pass,pass,pass,unknown,3.7888039225600885,,3.8,,true,,rxn_dd01176ea9aa
e + F2 -> 2 F + e,Electron-impact dissociation,electron,dissociation,mechanical,2,pass,pass,pass,pass,unknown,1.645308,,4.34,,true,,rxn_68bca252f4bd
e + CF2 -> C- + F2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_110f122c4147
e + CF2 -> CF- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_54ac37bfe660
e + CF2 -> F- + CF,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,pass,pass,unknown,unknown,1.9536398027540882,,,,true,,rxn_a315e7bb4493
e + CF2 -> F2- + C,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_348d56e67d0d
e + CF3 -> CF- + F2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_59eaef7776fc
e + CF3 -> CF2- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_2f5b482ab9b8
e + CF3 -> F- + CF2,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,pass,pass,unknown,unknown,0.387674647874265,,,,true,,rxn_ecd6e028e4af
e + CF3 -> F2- + CF,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_996a9e652c96
e + F2 -> F- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,2,pass,pass,pass,unknown,unknown,-1.755821274685823,,,,true,,rxn_6dfafc324ea8
e + CF2 -> C+ + F2 + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6336b784a421
e + CF2 -> CF+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_64862319082c
e + CF3 -> CF+ + F2 + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_da9e8e657e7c
e + CF3 -> CF2+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_60237cd1c499
e + F2 -> F+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,2,pass,pass,pass,unknown,unknown,19.068189725314177,,,,true,,rxn_c9dace256cc3
e + CF2+ -> C + F2,Dissociative recombination,electron,dissociative_recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_ae5d2a90619f
e + CF2+ -> CF + F,Dissociative recombination,electron,dissociative_recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_465afab78ff2
e + CF3+ -> CF + F2,Dissociative recombination,electron,dissociative_recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_13d86263bab3
e + CF3+ -> CF2 + F,Dissociative recombination,electron,dissociative_recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_9c1ed5854f32
e + CF4+ -> CF2 + F2,Dissociative recombination,electron,dissociative_recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_a59a2879ae7e
e + CF4+ -> CF3 + F,Dissociative recombination,electron,dissociative_recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_ff1bd597dbc2
e + Ar(m) -> Ar(m) + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_6544183a7e7e
e + Ar(r) -> Ar(r) + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4a11bdf2a171
e + Ar+ -> Ar+ + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_ce746e5f7015
e + Ar- -> Ar- + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_f4bf18f98733
e + CF2 -> CF2 + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_cc094f67269d
e + CF2+ -> CF2+ + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_be8ae67e4981
e + CF2- -> CF2- + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_83a12e2696b8
e + CF3 -> CF3 + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_e3434ac4545f
e + CF3+ -> CF3+ + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_27e712b25302
e + CF3- -> CF3- + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_a8168a19d4b1
e + CF4(v) -> CF4(v) + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_1656bc69a9f1
e + CF4* -> CF4* + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_62d66062dd5a
e + CF4+ -> CF4+ + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_2682a600bf49
e + CF4- -> CF4- + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,fail,unknown,unknown,unknown,,,,,true,,rxn_73d9e88db8fb
e + F -> F + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,pass,pass,unknown,0.0,,0.0,,true,,rxn_d014713c4a78
e + F- -> F- + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_35e7d26760ba
e + F2 -> F2 + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_90dfe4335d02
e + F2- -> F2- + e,Electron elastic scattering,electron,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_594dacc8bf96
e + Ar(m) -> Ar+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_dff2bd46b5c5
e + Ar(r) -> Ar+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5ccce802fea8
e + CF2 -> CF2+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,pass,pass,pass,unknown,,,11.362,,true,,rxn_4ee92d4ce3e7
e + CF3 -> CF3+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,pass,pass,pass,unknown,,,9.05,,true,,rxn_4294bf8b7acd
e + CF4(v) -> CF4+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_010a6808d730
e + CF4* -> CF4+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_709e4777a50d
e + F -> F+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,pass,pass,pass,unknown,17.422881725314177,,17.42282,,true,,rxn_0ac0463c2879
e + F2 -> F2+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,2,pass,pass,pass,pass,unknown,,,15.69,,true,,rxn_209315ead1fb
e + Ar+ -> Ar,Electron-ion recombination,electron,recombination,mechanical,2,pass,pass,pass,unknown,unknown,-15.75961,,,,true,,rxn_b9b97c9cedf9
e + CF2+ -> CF2,Electron-ion recombination,electron,recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_ec16906d3faf
e + CF3+ -> CF3,Electron-ion recombination,electron,recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_de58a3cb230b
e + CF4+ -> CF4,Electron-ion recombination,electron,recombination,mechanical,2,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_d8a4427b5aa3
e + C -> C-,Electron attachment,electron,attachment,mechanical,3,pass,pass,pass,unknown,unknown,,,,,true,,rxn_3853e2a7e99d
e + CF -> CF-,Electron attachment,electron,attachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5be48098aa6c
e + C- -> C + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_ad1698ec4b08
e + CF- -> CF + 2 e,Electron-impact detachment,electron,detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4306ce027744
e + CF -> C + F + e,Electron-impact dissociation,electron,dissociation,mechanical,3,pass,pass,pass,pass,unknown,5.606700999999999,,5.6,,true,,rxn_7293b3dabd72
e + CF -> C- + F,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_5bf32d98fab4
e + CF -> F- + C,Dissociative electron attachment,electron,dissociative_attachment,mechanical,3,pass,pass,pass,unknown,unknown,2.205571725314178,,,,true,,rxn_625198a28317
e + ArF- -> Ar + F + 2 e,Dissociative electron detachment,electron,dissociative_detachment,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4b92cf2ca31b
e + CF -> C+ + F + 2 e,Dissociative ionization,electron,dissociative_ionization,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_930388434bfa
e + ArF+ -> Ar + F,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_da1d834a0e58
e + CF+ -> C + F,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_dd9afcc3cd9f
e + F2+ -> 2 F,Dissociative recombination,electron,dissociative_recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_6d3db2467a2d
e + ArF+ -> ArF+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_59cc3e31b193
e + ArF- -> ArF- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_4cf23051d253
e + C -> C + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_e2bd2667c9b8
e + C+ -> C+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_09f1cb2a3e07
e + C- -> C- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_419d56bb9cfe
e + CF -> CF + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_0464ab5556e8
e + CF+ -> CF+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_d7818029b6f1
e + CF- -> CF- + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_b92b541755c3
e + F+ -> F+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,pass,unknown,unknown,0.0,,,,true,,rxn_9d75d6b4d8bd
e + F2+ -> F2+ + e,Electron elastic scattering,electron,elastic,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_45c367f6bfab
e + C -> C+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,3,pass,unknown,pass,unknown,unknown,,,,,true,,rxn_ec98e75f9eca
e + CF -> CF+ + 2 e,Electron-impact ionization,electron,ionization,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_5a9db85ad5e4
e + C+ -> C,Electron-ion recombination,electron,recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_417b48a350cb
e + CF+ -> CF,Electron-ion recombination,electron,recombination,mechanical,3,pass,unknown,unknown,unknown,unknown,,,,,true,,rxn_828b8f807475
e + F+ -> F,Electron-ion recombination,electron,recombination,mechanical,3,pass,pass,pass,unknown,unknown,-17.422881725314177,,,,true,,rxn_d606d592dce3
e + F2+ -> F2,Electron-ion recombination,electron,recombination,mechanical,3,pass,pass,unknown,unknown,unknown,,,,,true,,rxn_b864a75a4ed7
